"","YEAR","MIDPOINT","TOTAL","NUM_MATURE","PROP_MATURE","BIN_SIZE"
"1264",1991,54.5,31,2,0.0645161290322581,"1mm"
"1265",1991,55.5,29,3,0.103448275862069,"1mm"
"1266",1991,56.5,34,3,0.0882352941176471,"1mm"
"1267",1991,57.5,33,4,0.121212121212121,"1mm"
"1268",1991,58.5,43,4,0.0930232558139535,"1mm"
"1269",1991,59.5,28,3,0.107142857142857,"1mm"
"1270",1991,60.5,41,5,0.121951219512195,"1mm"
"1271",1991,61.5,41,11,0.268292682926829,"1mm"
"1272",1991,62.5,47,8,0.170212765957447,"1mm"
"1273",1991,63.5,35,12,0.342857142857143,"1mm"
"1274",1991,64.5,36,7,0.194444444444444,"1mm"
"1275",1991,65.5,42,9,0.214285714285714,"1mm"
"1276",1991,66.5,58,11,0.189655172413793,"1mm"
"1277",1991,67.5,41,9,0.219512195121951,"1mm"
"1278",1991,68.5,43,7,0.162790697674419,"1mm"
"1279",1991,69.5,48,9,0.1875,"1mm"
"1280",1991,70.5,34,9,0.264705882352941,"1mm"
"1281",1991,71.5,22,3,0.136363636363636,"1mm"
"1282",1991,72.5,44,11,0.25,"1mm"
"1283",1991,73.5,43,10,0.232558139534884,"1mm"
"1284",1991,74.5,37,12,0.324324324324324,"1mm"
"1285",1991,75.5,39,11,0.282051282051282,"1mm"
"1286",1991,76.5,30,15,0.5,"1mm"
"1287",1991,77.5,36,10,0.277777777777778,"1mm"
"1288",1991,78.5,52,18,0.346153846153846,"1mm"
"1289",1991,79.5,25,7,0.28,"1mm"
"1290",1991,80.5,39,17,0.435897435897436,"1mm"
"1291",1991,81.5,39,22,0.564102564102564,"1mm"
"1292",1991,82.5,51,18,0.352941176470588,"1mm"
"1293",1991,83.5,34,11,0.323529411764706,"1mm"
"1294",1991,84.5,40,11,0.275,"1mm"
"1295",1991,85.5,51,14,0.274509803921569,"1mm"
"1296",1991,86.5,48,17,0.354166666666667,"1mm"
"1297",1991,87.5,60,16,0.266666666666667,"1mm"
"1298",1991,88.5,50,16,0.32,"1mm"
"1299",1991,89.5,42,13,0.30952380952381,"1mm"
"1300",1991,90.5,54,15,0.277777777777778,"1mm"
"1301",1991,91.5,50,17,0.34,"1mm"
"1302",1991,92.5,49,23,0.469387755102041,"1mm"
"1303",1991,93.5,67,27,0.402985074626866,"1mm"
"1304",1991,94.5,44,19,0.431818181818182,"1mm"
"1305",1991,95.5,45,25,0.555555555555556,"1mm"
"1306",1991,96.5,46,22,0.478260869565217,"1mm"
"1307",1991,97.5,46,25,0.543478260869565,"1mm"
"1308",1991,98.5,60,29,0.483333333333333,"1mm"
"1309",1991,99.5,37,19,0.513513513513513,"1mm"
"1310",1991,100.5,37,24,0.648648648648649,"1mm"
"1311",1991,101.5,32,20,0.625,"1mm"
"1312",1991,102.5,35,21,0.6,"1mm"
"1313",1991,103.5,37,26,0.702702702702703,"1mm"
"1314",1991,104.5,35,26,0.742857142857143,"1mm"
"1315",1991,105.5,49,40,0.816326530612245,"1mm"
"1316",1991,106.5,26,22,0.846153846153846,"1mm"
"1317",1991,107.5,24,21,0.875,"1mm"
"1318",1991,108.5,35,31,0.885714285714286,"1mm"
"1319",1991,109.5,15,12,0.8,"1mm"
"1320",1991,110.5,33,32,0.96969696969697,"1mm"
"1321",1991,111.5,15,13,0.866666666666667,"1mm"
"1322",1991,112.5,45,44,0.977777777777778,"1mm"
"1323",1991,113.5,37,36,0.972972972972973,"1mm"
"1324",1991,114.5,24,24,1,"1mm"
"1325",1991,115.5,36,36,1,"1mm"
"1326",1991,116.5,30,29,0.966666666666667,"1mm"
"1327",1991,117.5,37,34,0.918918918918919,"1mm"
"1328",1991,118.5,27,27,1,"1mm"
"1329",1991,119.5,16,16,1,"1mm"
"1330",1991,120.5,28,27,0.964285714285714,"1mm"
"1331",1991,121.5,17,17,1,"1mm"
"1332",1991,122.5,27,26,0.962962962962963,"1mm"
"1333",1991,123.5,17,14,0.823529411764706,"1mm"
"1334",1991,124.5,20,19,0.95,"1mm"
"1335",1991,125.5,10,9,0.9,"1mm"
"1336",1991,126.5,10,10,1,"1mm"
"1337",1991,127.5,12,11,0.916666666666667,"1mm"
"1338",1991,128.5,7,7,1,"1mm"
"1339",1991,129.5,5,5,1,"1mm"
"1340",1991,130.5,8,8,1,"1mm"
"1341",1991,131.5,3,3,1,"1mm"
"1342",1991,132.5,4,4,1,"1mm"
"1343",1991,133.5,2,2,1,"1mm"
"1344",1991,134.5,2,2,1,"1mm"
"1345",1991,136.5,1,1,1,"1mm"
"1346",1991,137.5,1,1,1,"1mm"
"1347",1991,139.5,1,1,1,"1mm"
"1348",1992,16.5,1,0,0,"1mm"
"1349",1992,19.5,1,0,0,"1mm"
"1350",1992,20.5,1,0,0,"1mm"
"1351",1992,21.5,1,0,0,"1mm"
"1352",1992,22.5,4,0,0,"1mm"
"1353",1992,23.5,3,0,0,"1mm"
"1354",1992,24.5,2,0,0,"1mm"
"1355",1992,25.5,5,0,0,"1mm"
"1356",1992,26.5,5,0,0,"1mm"
"1357",1992,28.5,2,0,0,"1mm"
"1358",1992,29.5,3,0,0,"1mm"
"1359",1992,30.5,3,0,0,"1mm"
"1360",1992,31.5,6,0,0,"1mm"
"1361",1992,32.5,11,0,0,"1mm"
"1362",1992,33.5,8,0,0,"1mm"
"1363",1992,34.5,10,1,0,"1mm"
"1364",1992,35.5,8,0,0,"1mm"
"1365",1992,36.5,8,0,0,"1mm"
"1366",1992,37.5,3,0,0,"1mm"
"1367",1992,38.5,5,0,0,"1mm"
"1368",1992,39.5,5,0,0,"1mm"
"1369",1992,40.5,11,0,0,"1mm"
"1370",1992,41.5,17,0,0,"1mm"
"1371",1992,42.5,23,0,0,"1mm"
"1372",1992,43.5,20,1,0.05,"1mm"
"1373",1992,44.5,7,0,0,"1mm"
"1374",1992,45.5,20,0,0,"1mm"
"1375",1992,46.5,22,2,0.0909090909090909,"1mm"
"1376",1992,47.5,14,0,0,"1mm"
"1377",1992,48.5,10,2,0.2,"1mm"
"1378",1992,49.5,18,0,0,"1mm"
"1379",1992,50.5,13,2,0.153846153846154,"1mm"
"1380",1992,51.5,15,2,0.133333333333333,"1mm"
"1381",1992,52.5,16,1,0.0625,"1mm"
"1382",1992,53.5,13,3,0.230769230769231,"1mm"
"1383",1992,54.5,19,2,0.105263157894737,"1mm"
"1384",1992,55.5,19,6,0.315789473684211,"1mm"
"1385",1992,56.5,25,5,0.2,"1mm"
"1386",1992,57.5,24,6,0.25,"1mm"
"1387",1992,58.5,30,10,0.333333333333333,"1mm"
"1388",1992,59.5,23,7,0.304347826086957,"1mm"
"1389",1992,60.5,30,7,0.233333333333333,"1mm"
"1390",1992,61.5,36,9,0.25,"1mm"
"1391",1992,62.5,33,7,0.212121212121212,"1mm"
"1392",1992,63.5,43,14,0.325581395348837,"1mm"
"1393",1992,64.5,29,10,0.344827586206897,"1mm"
"1394",1992,65.5,19,6,0.315789473684211,"1mm"
"1395",1992,66.5,26,5,0.192307692307692,"1mm"
"1396",1992,67.5,28,3,0.107142857142857,"1mm"
"1397",1992,68.5,31,10,0.32258064516129,"1mm"
"1398",1992,69.5,24,12,0.5,"1mm"
"1399",1992,70.5,33,17,0.515151515151515,"1mm"
"1400",1992,71.5,34,16,0.470588235294118,"1mm"
"1401",1992,72.5,27,13,0.481481481481481,"1mm"
"1402",1992,73.5,37,10,0.27027027027027,"1mm"
"1403",1992,74.5,34,19,0.558823529411765,"1mm"
"1404",1992,75.5,36,16,0.444444444444444,"1mm"
"1405",1992,76.5,51,18,0.352941176470588,"1mm"
"1406",1992,77.5,30,19,0.633333333333333,"1mm"
"1407",1992,78.5,34,19,0.558823529411765,"1mm"
"1408",1992,79.5,33,15,0.454545454545455,"1mm"
"1409",1992,80.5,52,27,0.519230769230769,"1mm"
"1410",1992,81.5,48,22,0.458333333333333,"1mm"
"1411",1992,82.5,40,18,0.45,"1mm"
"1412",1992,83.5,25,8,0.32,"1mm"
"1413",1992,84.5,37,18,0.486486486486487,"1mm"
"1414",1992,85.5,38,19,0.5,"1mm"
"1415",1992,86.5,39,22,0.564102564102564,"1mm"
"1416",1992,87.5,39,17,0.435897435897436,"1mm"
"1417",1992,88.5,37,18,0.486486486486487,"1mm"
"1418",1992,89.5,34,13,0.382352941176471,"1mm"
"1419",1992,90.5,42,24,0.571428571428571,"1mm"
"1420",1992,91.5,35,20,0.571428571428571,"1mm"
"1421",1992,92.5,38,19,0.5,"1mm"
"1422",1992,93.5,31,10,0.32258064516129,"1mm"
"1423",1992,94.5,41,20,0.48780487804878,"1mm"
"1424",1992,95.5,33,18,0.545454545454545,"1mm"
"1425",1992,96.5,39,25,0.641025641025641,"1mm"
"1426",1992,97.5,39,23,0.58974358974359,"1mm"
"1427",1992,98.5,47,32,0.680851063829787,"1mm"
"1428",1992,99.5,37,26,0.702702702702703,"1mm"
"1429",1992,100.5,26,17,0.653846153846154,"1mm"
"1430",1992,101.5,37,30,0.810810810810811,"1mm"
"1431",1992,102.5,43,33,0.767441860465116,"1mm"
"1432",1992,103.5,32,31,0.96875,"1mm"
"1433",1992,104.5,32,28,0.875,"1mm"
"1434",1992,105.5,31,28,0.903225806451613,"1mm"
"1435",1992,106.5,42,38,0.904761904761905,"1mm"
"1436",1992,107.5,26,23,0.884615384615385,"1mm"
"1437",1992,108.5,42,39,0.928571428571429,"1mm"
"1438",1992,109.5,37,35,0.945945945945946,"1mm"
"1439",1992,110.5,47,46,0.978723404255319,"1mm"
"1440",1992,111.5,44,42,0.954545454545455,"1mm"
"1441",1992,112.5,43,43,1,"1mm"
"1442",1992,113.5,44,42,0.954545454545455,"1mm"
"1443",1992,114.5,50,48,0.96,"1mm"
"1444",1992,115.5,36,35,0.972222222222222,"1mm"
"1445",1992,116.5,51,50,0.980392156862745,"1mm"
"1446",1992,117.5,29,27,0.931034482758621,"1mm"
"1447",1992,118.5,28,28,1,"1mm"
"1448",1992,119.5,27,26,0.962962962962963,"1mm"
"1449",1992,120.5,32,31,0.96875,"1mm"
"1450",1992,121.5,27,26,0.962962962962963,"1mm"
"1451",1992,122.5,20,20,1,"1mm"
"1452",1992,123.5,15,15,1,"1mm"
"1453",1992,124.5,9,9,1,"1mm"
"1454",1992,125.5,16,16,1,"1mm"
"1455",1992,126.5,8,8,1,"1mm"
"1456",1992,127.5,3,3,1,"1mm"
"1457",1992,128.5,6,6,1,"1mm"
"1458",1992,129.5,6,6,1,"1mm"
"1459",1992,130.5,8,8,1,"1mm"
"1460",1992,131.5,3,2,0.666666666666667,"1mm"
"1461",1992,132.5,2,2,1,"1mm"
"1462",1992,134.5,1,1,1,"1mm"
"1463",1993,28.5,1,0,0,"1mm"
"1464",1993,29.5,3,1,0,"1mm"
"1465",1993,30.5,4,0,0,"1mm"
"1466",1993,31.5,5,0,0,"1mm"
"1467",1993,32.5,6,0,0,"1mm"
"1468",1993,33.5,4,0,0,"1mm"
"1469",1993,34.5,2,0,0,"1mm"
"1470",1993,35.5,3,0,0,"1mm"
"1471",1993,36.5,6,0,0,"1mm"
"1472",1993,37.5,2,0,0,"1mm"
"1473",1993,38.5,5,0,0,"1mm"
"1474",1993,39.5,5,0,0,"1mm"
"1475",1993,40.5,5,0,0,"1mm"
"1476",1993,41.5,6,0,0,"1mm"
"1477",1993,42.5,8,1,0.125,"1mm"
"1478",1993,43.5,5,0,0,"1mm"
"1479",1993,44.5,8,0,0,"1mm"
"1480",1993,45.5,6,0,0,"1mm"
"1481",1993,46.5,6,1,0.166666666666667,"1mm"
"1482",1993,47.5,11,2,0.181818181818182,"1mm"
"1483",1993,48.5,5,1,0.2,"1mm"
"1484",1993,49.5,10,1,0.1,"1mm"
"1485",1993,50.5,8,3,0.375,"1mm"
"1486",1993,51.5,4,2,0.5,"1mm"
"1487",1993,52.5,10,2,0.2,"1mm"
"1488",1993,53.5,9,0,0,"1mm"
"1489",1993,54.5,12,4,0.333333333333333,"1mm"
"1490",1993,55.5,17,6,0.352941176470588,"1mm"
"1491",1993,56.5,11,3,0.272727272727273,"1mm"
"1492",1993,57.5,15,6,0.4,"1mm"
"1493",1993,58.5,21,9,0.428571428571429,"1mm"
"1494",1993,59.5,22,8,0.363636363636364,"1mm"
"1495",1993,60.5,31,15,0.483870967741935,"1mm"
"1496",1993,61.5,17,8,0.470588235294118,"1mm"
"1497",1993,62.5,29,11,0.379310344827586,"1mm"
"1498",1993,63.5,18,6,0.333333333333333,"1mm"
"1499",1993,64.5,19,9,0.473684210526316,"1mm"
"1500",1993,65.5,28,18,0.642857142857143,"1mm"
"1501",1993,66.5,18,9,0.5,"1mm"
"1502",1993,67.5,31,16,0.516129032258065,"1mm"
"1503",1993,68.5,24,14,0.583333333333333,"1mm"
"1504",1993,69.5,24,13,0.541666666666667,"1mm"
"1505",1993,70.5,28,22,0.785714285714286,"1mm"
"1506",1993,71.5,18,8,0.444444444444444,"1mm"
"1507",1993,72.5,32,21,0.65625,"1mm"
"1508",1993,73.5,29,20,0.689655172413793,"1mm"
"1509",1993,74.5,22,14,0.636363636363636,"1mm"
"1510",1993,75.5,39,23,0.58974358974359,"1mm"
"1511",1993,76.5,23,15,0.652173913043478,"1mm"
"1512",1993,77.5,28,18,0.642857142857143,"1mm"
"1513",1993,78.5,43,30,0.697674418604651,"1mm"
"1514",1993,79.5,39,29,0.743589743589744,"1mm"
"1515",1993,80.5,38,22,0.578947368421053,"1mm"
"1516",1993,81.5,41,25,0.609756097560976,"1mm"
"1517",1993,82.5,31,21,0.67741935483871,"1mm"
"1518",1993,83.5,21,14,0.666666666666667,"1mm"
"1519",1993,84.5,39,27,0.692307692307692,"1mm"
"1520",1993,85.5,25,20,0.8,"1mm"
"1521",1993,86.5,25,16,0.64,"1mm"
"1522",1993,87.5,43,32,0.744186046511628,"1mm"
"1523",1993,88.5,28,22,0.785714285714286,"1mm"
"1524",1993,89.5,28,17,0.607142857142857,"1mm"
"1525",1993,90.5,25,17,0.68,"1mm"
"1526",1993,91.5,21,14,0.666666666666667,"1mm"
"1527",1993,92.5,41,28,0.682926829268293,"1mm"
"1528",1993,93.5,26,20,0.769230769230769,"1mm"
"1529",1993,94.5,26,21,0.807692307692308,"1mm"
"1530",1993,95.5,29,22,0.758620689655172,"1mm"
"1531",1993,96.5,24,18,0.75,"1mm"
"1532",1993,97.5,30,26,0.866666666666667,"1mm"
"1533",1993,98.5,18,12,0.666666666666667,"1mm"
"1534",1993,99.5,15,13,0.866666666666667,"1mm"
"1535",1993,100.5,21,16,0.761904761904762,"1mm"
"1536",1993,101.5,20,16,0.8,"1mm"
"1537",1993,102.5,29,25,0.862068965517241,"1mm"
"1538",1993,103.5,32,28,0.875,"1mm"
"1539",1993,104.5,17,16,0.941176470588235,"1mm"
"1540",1993,105.5,23,22,0.956521739130435,"1mm"
"1541",1993,106.5,16,15,0.9375,"1mm"
"1542",1993,107.5,24,22,0.916666666666667,"1mm"
"1543",1993,108.5,19,19,1,"1mm"
"1544",1993,109.5,16,15,0.9375,"1mm"
"1545",1993,110.5,27,25,0.925925925925926,"1mm"
"1546",1993,111.5,18,16,0.888888888888889,"1mm"
"1547",1993,112.5,27,26,0.962962962962963,"1mm"
"1548",1993,113.5,20,20,1,"1mm"
"1549",1993,114.5,19,19,1,"1mm"
"1550",1993,115.5,14,11,0.785714285714286,"1mm"
"1551",1993,116.5,25,24,0.96,"1mm"
"1552",1993,117.5,22,20,0.909090909090909,"1mm"
"1553",1993,118.5,12,12,1,"1mm"
"1554",1993,119.5,15,15,1,"1mm"
"1555",1993,120.5,21,21,1,"1mm"
"1556",1993,121.5,13,13,1,"1mm"
"1557",1993,122.5,7,6,0.857142857142857,"1mm"
"1558",1993,123.5,12,12,1,"1mm"
"1559",1993,124.5,11,11,1,"1mm"
"1560",1993,125.5,8,7,0.875,"1mm"
"1561",1993,126.5,6,6,1,"1mm"
"1562",1993,127.5,7,7,1,"1mm"
"1563",1993,128.5,2,2,1,"1mm"
"1564",1993,129.5,5,5,1,"1mm"
"1565",1993,130.5,1,1,1,"1mm"
"1566",1993,131.5,2,2,1,"1mm"
"1567",1993,132.5,1,1,1,"1mm"
"1568",1993,133.5,3,3,1,"1mm"
"1569",1993,135.5,2,2,1,"1mm"
"1570",1993,136.5,1,1,1,"1mm"
"1571",1993,137.5,1,1,1,"1mm"
"1572",1994,17.5,1,0,0,"1mm"
"1573",1994,29.5,2,1,0,"1mm"
"1574",1994,31.5,1,0,0,"1mm"
"1575",1994,34.5,2,0,0,"1mm"
"1576",1994,35.5,2,0,0,"1mm"
"1577",1994,36.5,5,0,0,"1mm"
"1578",1994,37.5,7,0,0,"1mm"
"1579",1994,38.5,3,0,0,"1mm"
"1580",1994,39.5,7,0,0,"1mm"
"1581",1994,40.5,8,0,0,"1mm"
"1582",1994,41.5,14,0,0,"1mm"
"1583",1994,42.5,13,0,0,"1mm"
"1584",1994,43.5,11,2,0.181818181818182,"1mm"
"1585",1994,44.5,12,0,0,"1mm"
"1586",1994,45.5,16,1,0.0625,"1mm"
"1587",1994,46.5,18,2,0.111111111111111,"1mm"
"1588",1994,47.5,17,2,0.117647058823529,"1mm"
"1589",1994,48.5,15,1,0.0666666666666667,"1mm"
"1590",1994,49.5,17,2,0.117647058823529,"1mm"
"1591",1994,50.5,26,1,0.0384615384615385,"1mm"
"1592",1994,51.5,28,4,0.142857142857143,"1mm"
"1593",1994,52.5,27,2,0.0740740740740741,"1mm"
"1594",1994,53.5,30,3,0.1,"1mm"
"1595",1994,54.5,32,4,0.125,"1mm"
"1596",1994,55.5,43,9,0.209302325581395,"1mm"
"1597",1994,56.5,48,9,0.1875,"1mm"
"1598",1994,57.5,52,13,0.25,"1mm"
"1599",1994,58.5,60,10,0.166666666666667,"1mm"
"1600",1994,59.5,42,9,0.214285714285714,"1mm"
"1601",1994,60.5,58,12,0.206896551724138,"1mm"
"1602",1994,61.5,61,13,0.213114754098361,"1mm"
"1603",1994,62.5,47,12,0.25531914893617,"1mm"
"1604",1994,63.5,64,12,0.1875,"1mm"
"1605",1994,64.5,66,22,0.333333333333333,"1mm"
"1606",1994,65.5,64,24,0.375,"1mm"
"1607",1994,66.5,55,13,0.236363636363636,"1mm"
"1608",1994,67.5,73,19,0.26027397260274,"1mm"
"1609",1994,68.5,74,15,0.202702702702703,"1mm"
"1610",1994,69.5,52,16,0.307692307692308,"1mm"
"1611",1994,70.5,76,26,0.342105263157895,"1mm"
"1612",1994,71.5,54,14,0.259259259259259,"1mm"
"1613",1994,72.5,42,12,0.285714285714286,"1mm"
"1614",1994,73.5,51,15,0.294117647058824,"1mm"
"1615",1994,74.5,50,18,0.36,"1mm"
"1616",1994,75.5,63,21,0.333333333333333,"1mm"
"1617",1994,76.5,52,20,0.384615384615385,"1mm"
"1618",1994,77.5,39,16,0.41025641025641,"1mm"
"1619",1994,78.5,52,15,0.288461538461538,"1mm"
"1620",1994,79.5,40,14,0.35,"1mm"
"1621",1994,80.5,31,7,0.225806451612903,"1mm"
"1622",1994,81.5,33,13,0.393939393939394,"1mm"
"1623",1994,82.5,40,19,0.475,"1mm"
"1624",1994,83.5,38,11,0.289473684210526,"1mm"
"1625",1994,84.5,32,6,0.1875,"1mm"
"1626",1994,85.5,18,4,0.222222222222222,"1mm"
"1627",1994,86.5,22,12,0.545454545454545,"1mm"
"1628",1994,87.5,15,3,0.2,"1mm"
"1629",1994,88.5,24,11,0.458333333333333,"1mm"
"1630",1994,89.5,18,7,0.388888888888889,"1mm"
"1631",1994,90.5,14,6,0.428571428571429,"1mm"
"1632",1994,91.5,12,4,0.333333333333333,"1mm"
"1633",1994,92.5,14,7,0.5,"1mm"
"1634",1994,93.5,15,1,0.0666666666666667,"1mm"
"1635",1994,94.5,12,5,0.416666666666667,"1mm"
"1636",1994,95.5,13,5,0.384615384615385,"1mm"
"1637",1994,96.5,11,6,0.545454545454545,"1mm"
"1638",1994,97.5,11,4,0.363636363636364,"1mm"
"1639",1994,98.5,6,5,0.833333333333333,"1mm"
"1640",1994,99.5,3,0,0,"1mm"
"1641",1994,100.5,6,4,0.666666666666667,"1mm"
"1642",1994,101.5,5,5,1,"1mm"
"1643",1994,102.5,10,7,0.7,"1mm"
"1644",1994,103.5,12,9,0.75,"1mm"
"1645",1994,104.5,4,1,0.25,"1mm"
"1646",1994,105.5,5,4,0.8,"1mm"
"1647",1994,106.5,8,7,0.875,"1mm"
"1648",1994,107.5,5,5,1,"1mm"
"1649",1994,108.5,9,8,0.888888888888889,"1mm"
"1650",1994,109.5,8,8,1,"1mm"
"1651",1994,110.5,7,7,1,"1mm"
"1652",1994,111.5,1,1,1,"1mm"
"1653",1994,112.5,3,2,0.666666666666667,"1mm"
"1654",1994,113.5,8,6,0.75,"1mm"
"1655",1994,114.5,6,6,1,"1mm"
"1656",1994,115.5,5,5,1,"1mm"
"1657",1994,116.5,3,2,0.666666666666667,"1mm"
"1658",1994,117.5,4,4,1,"1mm"
"1659",1994,118.5,6,6,1,"1mm"
"1660",1994,119.5,4,4,1,"1mm"
"1661",1994,120.5,3,3,1,"1mm"
"1662",1994,121.5,2,2,1,"1mm"
"1663",1994,122.5,2,2,1,"1mm"
"1664",1994,124.5,4,4,1,"1mm"
"1665",1994,127.5,1,1,1,"1mm"
"1666",1994,130.5,1,1,1,"1mm"
"1667",1995,40.5,1,0,0,"1mm"
"1668",1995,43.5,3,0,0,"1mm"
"1669",1995,44.5,5,0,0,"1mm"
"1670",1995,45.5,7,0,0,"1mm"
"1671",1995,46.5,11,1,0.0909090909090909,"1mm"
"1672",1995,47.5,6,1,0.166666666666667,"1mm"
"1673",1995,48.5,10,1,0.1,"1mm"
"1674",1995,49.5,16,0,0,"1mm"
"1675",1995,50.5,20,1,0.05,"1mm"
"1676",1995,51.5,18,3,0.166666666666667,"1mm"
"1677",1995,52.5,11,2,0.181818181818182,"1mm"
"1678",1995,53.5,9,1,0.111111111111111,"1mm"
"1679",1995,54.5,26,5,0.192307692307692,"1mm"
"1680",1995,55.5,20,5,0.25,"1mm"
"1681",1995,56.5,33,6,0.181818181818182,"1mm"
"1682",1995,57.5,31,6,0.193548387096774,"1mm"
"1683",1995,58.5,39,5,0.128205128205128,"1mm"
"1684",1995,59.5,46,8,0.173913043478261,"1mm"
"1685",1995,60.5,36,6,0.166666666666667,"1mm"
"1686",1995,61.5,42,6,0.142857142857143,"1mm"
"1687",1995,62.5,64,12,0.1875,"1mm"
"1688",1995,63.5,49,11,0.224489795918367,"1mm"
"1689",1995,64.5,51,8,0.156862745098039,"1mm"
"1690",1995,65.5,55,18,0.327272727272727,"1mm"
"1691",1995,66.5,68,13,0.191176470588235,"1mm"
"1692",1995,67.5,68,14,0.205882352941176,"1mm"
"1693",1995,68.5,73,21,0.287671232876712,"1mm"
"1694",1995,69.5,44,14,0.318181818181818,"1mm"
"1695",1995,70.5,74,33,0.445945945945946,"1mm"
"1696",1995,71.5,47,12,0.25531914893617,"1mm"
"1697",1995,72.5,72,33,0.458333333333333,"1mm"
"1698",1995,73.5,63,23,0.365079365079365,"1mm"
"1699",1995,74.5,66,26,0.393939393939394,"1mm"
"1700",1995,75.5,53,24,0.452830188679245,"1mm"
"1701",1995,76.5,51,23,0.450980392156863,"1mm"
"1702",1995,77.5,47,17,0.361702127659574,"1mm"
"1703",1995,78.5,54,18,0.333333333333333,"1mm"
"1704",1995,79.5,27,13,0.481481481481481,"1mm"
"1705",1995,80.5,46,23,0.5,"1mm"
"1706",1995,81.5,41,17,0.414634146341463,"1mm"
"1707",1995,82.5,62,32,0.516129032258065,"1mm"
"1708",1995,83.5,52,12,0.230769230769231,"1mm"
"1709",1995,84.5,38,18,0.473684210526316,"1mm"
"1710",1995,85.5,36,17,0.472222222222222,"1mm"
"1711",1995,86.5,19,10,0.526315789473684,"1mm"
"1712",1995,87.5,35,13,0.371428571428571,"1mm"
"1713",1995,88.5,32,10,0.3125,"1mm"
"1714",1995,89.5,24,11,0.458333333333333,"1mm"
"1715",1995,90.5,36,18,0.5,"1mm"
"1716",1995,91.5,41,24,0.585365853658537,"1mm"
"1717",1995,92.5,26,15,0.576923076923077,"1mm"
"1718",1995,93.5,29,16,0.551724137931034,"1mm"
"1719",1995,94.5,29,19,0.655172413793103,"1mm"
"1720",1995,95.5,27,14,0.518518518518518,"1mm"
"1721",1995,96.5,25,19,0.76,"1mm"
"1722",1995,97.5,31,23,0.741935483870968,"1mm"
"1723",1995,98.5,17,13,0.764705882352941,"1mm"
"1724",1995,99.5,19,11,0.578947368421053,"1mm"
"1725",1995,100.5,17,11,0.647058823529412,"1mm"
"1726",1995,101.5,19,15,0.789473684210526,"1mm"
"1727",1995,102.5,13,12,0.923076923076923,"1mm"
"1728",1995,103.5,13,9,0.692307692307692,"1mm"
"1729",1995,104.5,20,17,0.85,"1mm"
"1730",1995,105.5,11,10,0.909090909090909,"1mm"
"1731",1995,106.5,11,10,0.909090909090909,"1mm"
"1732",1995,107.5,11,11,1,"1mm"
"1733",1995,108.5,12,9,0.75,"1mm"
"1734",1995,109.5,9,9,1,"1mm"
"1735",1995,110.5,11,10,0.909090909090909,"1mm"
"1736",1995,111.5,15,13,0.866666666666667,"1mm"
"1737",1995,112.5,8,8,1,"1mm"
"1738",1995,113.5,6,6,1,"1mm"
"1739",1995,114.5,9,9,1,"1mm"
"1740",1995,115.5,6,6,1,"1mm"
"1741",1995,116.5,6,5,0.833333333333333,"1mm"
"1742",1995,117.5,4,3,0.75,"1mm"
"1743",1995,118.5,6,6,1,"1mm"
"1744",1995,119.5,5,5,1,"1mm"
"1745",1995,120.5,6,6,1,"1mm"
"1746",1995,121.5,7,7,1,"1mm"
"1747",1995,122.5,6,6,1,"1mm"
"1748",1995,123.5,7,7,1,"1mm"
"1749",1995,124.5,4,4,1,"1mm"
"1750",1995,125.5,5,4,0.8,"1mm"
"1751",1995,126.5,2,1,0.5,"1mm"
"1752",1995,127.5,2,2,1,"1mm"
"1753",1995,128.5,2,2,1,"1mm"
"1754",1995,130.5,1,1,1,"1mm"
"1755",1995,131.5,1,1,1,"1mm"
"1756",1995,134.5,1,1,1,"1mm"
"1757",1995,137.5,1,1,1,"1mm"
"1758",1995,138.5,1,1,1,"1mm"
"1759",1996,32.5,1,0,0,"1mm"
"1760",1996,45.5,1,0,0,"1mm"
"1761",1996,46.5,1,0,0,"1mm"
"1762",1996,47.5,1,0,0,"1mm"
"1763",1996,49.5,1,0,0,"1mm"
"1764",1996,50.5,1,1,1,"1mm"
"1765",1996,51.5,4,1,0.25,"1mm"
"1766",1996,52.5,7,1,0.142857142857143,"1mm"
"1767",1996,53.5,7,0,0,"1mm"
"1768",1996,54.5,5,0,0,"1mm"
"1769",1996,55.5,14,2,0.142857142857143,"1mm"
"1770",1996,56.5,15,2,0.133333333333333,"1mm"
"1771",1996,57.5,12,5,0.416666666666667,"1mm"
"1772",1996,58.5,10,3,0.3,"1mm"
"1773",1996,59.5,14,3,0.214285714285714,"1mm"
"1774",1996,60.5,25,4,0.16,"1mm"
"1775",1996,61.5,17,9,0.529411764705882,"1mm"
"1776",1996,62.5,22,2,0.0909090909090909,"1mm"
"1777",1996,63.5,22,6,0.272727272727273,"1mm"
"1778",1996,64.5,29,8,0.275862068965517,"1mm"
"1779",1996,65.5,30,7,0.233333333333333,"1mm"
"1780",1996,66.5,25,8,0.32,"1mm"
"1781",1996,67.5,25,11,0.44,"1mm"
"1782",1996,68.5,31,10,0.32258064516129,"1mm"
"1783",1996,69.5,34,12,0.352941176470588,"1mm"
"1784",1996,70.5,36,15,0.416666666666667,"1mm"
"1785",1996,71.5,32,13,0.40625,"1mm"
"1786",1996,72.5,29,12,0.413793103448276,"1mm"
"1787",1996,73.5,51,19,0.372549019607843,"1mm"
